# Disease(MESH)	Gene
D012559	Q9HA65
D012559	O95847
D012559	O15229
D012559	E9PEX9
D012559	Q9Y5U4
D012559	Q9H8K7
D012559	A0A024R3W6
D012559	P62847
D012559	P13056
D012559	P23759
D012559	P46721
D012559	P32856
D012559	P56373
D012559	Q8NHS1
D012559	Q5H9J7
D012559	Q9NZD8
D012559	Q5VZL5
D012559	Q9BUL9
D012559	Q17RW2
D012559	P78368
D012559	O75381
D012559	P01222
D012559	P47736
D012559	O43315
D012559	Q8NB16
D012559	O43763
D012559	Q9BWG6
D012559	Q06190
D012559	Q07507
D012559	Q14C87
D012559	Q14240
D012559	Q8WXS3
D012559	O43299
D012559	Q9UQR1
D012559	Q96FV0
D012559	P07477
D012559	Q86UP0
D012559	Q15238
D012559	P01111
D012559	Q9NPF7
D012559	Q71F23
D012559	Q9P2Q2
D012559	Q9NPA2
D012559	P06241
D012559	O75679
D012559	Q9NVH2
D012559	Q6UXL0
D012559	Q6P499
D012559	O14880
D012559	P17024
D012559	A0A0A0MQW5
D012559	Q9UI36
D012559	Q9UBJ2
D012559	P01160
D012559	Q8N5C1
D012559	Q8N7B9
D012559	Q9BSB4
D012559	Q8TAC1
D012559	Q9H479
D012559	P38117
D012559	O75121
D012559	P49184
D012559	Q5VVW2
D012559	P51452
D012559	Q8NG68
D012559	P27707
D012559	O43677
D012559	E9PPN1
D012559	Q8TDG4
D012559	Q8IWR1
D012559	Q96PP8
D012559	Q9NVP4
D012559	H7C175
D012559	P22310
D012559	Q16842
D012559	O75920
D012559	Q96EP0
D012559	P13073
D012559	Q9NZL4
D012559	P13196
D012559	O75923
D012559	P36871
D012559	Q9BRD0
D012559	P11926
D012559	O43150
D012559	P62244
D012559	Q05655
D012559	O15111
D012559	Q53GD3
D012559	A0A0A0MS52
D012559	P26006
D012559	Q9NP70
D012559	O15439
D012559	Q96PV0
D012559	Q5JU85
D012559	Q9HC29
D012559	P20336
D012559	Q8WVT3
D012559	Q13155
D012559	Q49AJ0
D012559	Q9HCN8
D012559	Q92564
D012559	A0A087WWD4
D012559	P98164
D012559	Q8IYM0
D012559	Q86YV5
D012559	O96009
D012559	Q9BQC3
D012559	P32321
D012559	Q9UEW8
D012559	Q969R2
D012559	Q92995
D012559	Q9Y606
D012559	O15370
D012559	Q8IWY4
D012559	Q03468
D012559	O60543
D012559	Q9Y6W3
D012559	F5H3L1
D012559	Q9Y468
D012559	Q92730
D012559	Q06495
D012559	Q8N448
D012559	Q8NAP3
D012559	B4DFN8
D012559	Q8N9B8
D012559	P01233
D012559	G5E9I4
D012559	Q32M45
D012559	O00180
D012559	Q9NVT9
D012559	D6RFM5
D012559	Q9UHI8
D012559	O00115
D012559	P16104
D012559	O76071
D012559	Q16890
D012559	Q9UH36
D012559	Q9BZZ5
D012559	Q7Z4N2
D012559	Q8TDN2
D012559	Q13410
D012559	Q969J3
D012559	Q6NXT1
D012559	Q16401
D012559	Q10586
D012559	P25311
D012559	H0YL38
D012559	P17482
D012559	O95210
D012559	Q96PY6
D012559	E7EWD3
D012559	Q99466
D012559	Q05940
D012559	A0A0A0MQW8
D012559	A0FGR9
D012559	E7EWI0
D012559	A6NH44
D012559	O60831
D012559	Q9BX68
D012559	O43237
D012559	Q9NUS5
D012559	Q99424
D012559	Q5VZK9
D012559	O75122
D012559	Q9H3D4
D012559	Q02246
D012559	Q5VSL9
D012559	P27449
D012559	B1AKJ5
D012559	Q86UP8
D012559	O95817
D012559	P14136
D012559	Q5K4L6
D012559	Q5T1C6
D012559	Q9ULR3
D012559	O95786
D012559	Q15116
D012559	Q8IUB2
D012559	A6NF31
D012559	Q9ULE3
D012559	Q13637
D012559	Q16795
D012559	P14415
D012559	O75420
D012559	A0A087X0H9
D012559	Q9H1X1
D012559	P33032
D012559	A0A0U1RRJ0
D012559	Q9UNQ0
D012559	A0A0C4DG02
D012559	P08572
D012559	Q8NF37
D012559	Q6PK04
D012559	B7Z3H4
D012559	O60674
D012559	P61916
D012559	J3QSS1
D012559	P16333
D012559	Q99807
D012559	O94907
D012559	D3DPQ1
D012559	P57059
D012559	Q01433
D012559	P30279
D012559	C9IZL5
D012559	Q8NCR0
D012559	Q96I76
D012559	Q9H2U2
D012559	P49747
D012559	Q5HYI7
D012559	O95045
D012559	P23141
D012559	P40938
D012559	O95563
D012559	Q56VL3
D012559	P35367
D012559	O75610
D012559	O00222
D012559	Q8TCA0
D012559	P62324
D012559	O75436
D012559	A8K878
D012559	Q6PCE3
D012559	P07910
D012559	P02708
D012559	A0A087WTF0
D012559	Q14654
D012559	P31273
D012559	O75600
D012559	F5H6W4
D012559	Q9NP90
D012559	F8VS00
D012559	Q5VTL8
D012559	B4DP62
D012559	Q96CD0
D012559	Q9Y294
D012559	P12980
D012559	P46100
D012559	P13521
D012559	Q9BZA7
D012559	G0XQ39
D012559	P60842
D012559	Q96L91
D012559	Q53S33
D012559	Q5VUG0
D012559	Q86VS8
D012559	Q9Y252
D012559	B3KWA8
D012559	Q9NWR8
D012559	Q9C0K7
D012559	Q04837
D012559	Q9BXC9
D012559	Q9NYT0
D012559	Q93070
D012559	Q9BZF3
D012559	O75112
D012559	Q9HCU4
D012559	Q92482
D012559	B7Z4K4
D012559	D3DWI5
D012559	D6RDV5
D012559	Q13576
D012559	Q9UKC9
D012559	P11216
D012559	Q5JRV8
D012559	Q9H707
D012559	P80217
D012559	Q9UHC3
D012559	O15357
D012559	Q8TF20
D012559	Q9Y2Q5
D012559	A2RU14
D012559	Q99623
D012559	Q7Z3E5
D012559	Q8TEQ6
D012559	F2Z3N3
D012559	Q9Y3E0
D012559	Q9Y2C5
D012559	C8C3P2
D012559	Q63HK5
D012559	Q9BRJ9
D012559	B4DGZ4
D012559	Q9NUQ6
D012559	Q504Y0
D012559	P07737
D012559	P48634
D012559	O43312
D012559	Q96M94
D012559	Q16676
D012559	Q8WV92
D012559	Q96NH3
D012559	O14508
D012559	Q14831
D012559	Q9ULD8
D012559	O00273
D012559	Q6UWP7
D012559	O95833
D012559	O75159
D012559	Q9NWS1
D012559	P13164
D012559	Q16352
D012559	P02774
D012559	Q9C010
D012559	O14950
D012559	P18510
D012559	Q5T0T0
D012559	Q9NPA5
D012559	Q96QF7
D012559	P25025
D012559	P62854
D012559	M0QY24
D012559	O43809
D012559	Q6XUX3
D012559	A0A087X2C3
D012559	Q9H0A0
D012559	Q6W5P4
D012559	P32297
D012559	Q9H293
D012559	E5RK48
D012559	O75940
D012559	Q14CX7
D012559	P52815
D012559	O00468
D012559	Q99426
D012559	P61247
D012559	O75752
D012559	A8MWY0
D012559	P78406
D012559	Q8TF71
D012559	P49916
D012559	O15371
D012559	Q16778
D012559	Q9BYU1
D012559	Q92747
D012559	Q92791
D012559	O15304
D012559	A0A0A0MTN0
D012559	P04899
D012559	Q04844
D012559	Q9P1T7
D012559	Q9H9Y6
D012559	P0CG23
D012559	Q684P5
D012559	Q8NFJ6
D012559	P10721
D012559	Q9Y5X5
D012559	Q9UM11
D012559	O00148
D012559	Q96BN2
D012559	Q8N9F0
D012559	P14735
D012559	Q9NRR1
D012559	P56539
D012559	Q99456
D012559	Q9HC07
D012559	Q9H0E2
D012559	Q8WYN3
D012559	Q9HBT6
D012559	O75387
D012559	Q6UX65
D012559	A0A087X0H2
D012559	Q9H6J7
D012559	P35613
D012559	P45452
D012559	Q9BXW4
D012559	Q96H96
D012559	Q9Y6R6
D012559	O43916
D012559	O43927
D012559	Q8IY17
D012559	A6BM72
D012559	Q4U2R8
D012559	Q12996
D012559	O14595
D012559	Q9P286
D012559	O95208
D012559	E9PD39
D012559	Q5VTH9
D012559	Q8NEK5
D012559	O14682
D012559	M0R116
D012559	P49888
D012559	Q9BTN0
D012559	E7EM93
D012559	Q6XZF7
D012559	Q9UM21
D012559	O15431
D012559	Q8WZ64
D012559	P20472
D012559	Q96N95
D012559	A0A087X1U6
D012559	Q09470
D012559	Q86SU0
D012559	A8MT70
D012559	Q96CF2
D012559	Q9H0W5
D012559	P01024
D012559	Q9HA47
D012559	Q00796
D012559	Q9P2U7
D012559	Q05048
D012559	P39900
D012559	A0A0D9SG04
D012559	Q9NST1
D012559	Q5TH74
D012559	Q7L590
D012559	A6ND91
D012559	P15559
D012559	Q9NWM0
D012559	Q07325
D012559	Q9Y625
D012559	Q9Y3B3
D012559	P35236
D012559	P14616
D012559	F8VVS7
D012559	Q9UJK0
D012559	Q15052
D012559	Q9UBH6
D012559	Q9NS93
D012559	O75362
D012559	Q05BQ5
D012559	A0A024R4E5
D012559	O60687
D012559	P02462
D012559	Q8TBH0
D012559	Q9NRC9
D012559	G5E940
D012559	Q9UNE2
D012559	A0A087WUH1
D012559	Q6ZQX7
D012559	Q96DC9
D012559	Q14004
D012559	Q8IUH3
D012559	Q8TBZ3
D012559	Q8TC71
D012559	P51817
D012559	O00124
D012559	P98170
D012559	O75817
D012559	O60783
D012559	Q6ZSJ9
D012559	Q6NZ67
D012559	Q7L8C5
D012559	Q14432
D012559	P98066
D012559	O00519
D012559	A0A0A0MRP2
D012559	Q99627
D012559	Q6UWV2
D012559	P30044
D012559	Q9HCS4
D012559	P15170
D012559	A8MT65
D012559	Q15119
D012559	Q99941
D012559	O94916
D012559	Q9NTN9
D012559	A0A075B7B4
D012559	P01909
D012559	E9PHE4
D012559	Q07002
D012559	O60911
D012559	Q01101
D012559	Q8NCT1
D012559	P35998
D012559	Q16613
D012559	P22309
D012559	A8MV65
D012559	Q8IUH4
D012559	Q96S42
D012559	Q9UIM3
D012559	Q6UXY1
D012559	D6W5Y5
D012559	Q14320
D012559	P55008
D012559	P31249
D012559	A8MXB7
D012559	Q969H8
D012559	Q12770
D012559	Q96JJ7
D012559	P02745
D012559	Q2MKA7
D012559	Q9UDW1
D012559	P62820
D012559	O75901
D012559	C9JYJ0
D012559	Q9P0T4
D012559	O15482
D012559	A6NFQ2
D012559	Q9UQ72
D012559	A0A0D9SGD3
D012559	Q96DN7
D012559	A0A0C4DFX6
D012559	P0CAP1
D012559	P01036
D012559	Q9UJX2
D012559	Q99683
D012559	P26718
D012559	Q8N9B5
D012559	Q8N7R7
D012559	P18507
D012559	O14733
D012559	P31153
D012559	Q8IYJ0
D012559	Q6ZSI9
D012559	Q8N539
D012559	A0A0D9SEI0
D012559	Q96RK1
D012559	Q08397
D012559	B8ZZY4
D012559	Q8N393
D012559	P21673
D012559	Q96CN7
D012559	O43819
D012559	P12757
D012559	P78325
D012559	P48742
D012559	Q9H5P4
D012559	Q9UHW9
D012559	A0A024R4M0
D012559	Q9H4D0
D012559	P51671
D012559	A6NNE9
D012559	Q8WTP8
D012559	P39019
D012559	Q6W4X9
D012559	Q13886
D012559	Q3ZCQ3
D012559	Q15084
D012559	P07333
D012559	Q68CQ4
D012559	Q9H4L7
D012559	O75795
D012559	A0A0C4DGX9
D012559	Q8TD43
D012559	J3KN32
D012559	B4DXG3
D012559	P02144
D012559	Q9ULX5
D012559	Q9Y5I1
D012559	Q9H3V2
D012559	O00292
D012559	Q6UW60
D012559	P27824
D012559	P12109
D012559	Q9BXJ2
D012559	O60359
D012559	Q86YS3
D012559	P48307
D012559	Q8NHS4
D012559	Q8TCY9
D012559	O43813
D012559	Q9H7C4
D012559	Q6IQ19
D012559	Q9BU23
D012559	P16455
D012559	Q9NRC8
D012559	Q9HCE7
D012559	P22607
D012559	E7EVJ3
D012559	Q9HA77
D012559	P19429
D012559	E7EWG0
D012559	O14732
D012559	P17509
D012559	B1AL88
D012559	A0A0A0MTI6
D012559	Q8N729
D012559	Q92796
D012559	P67775
D012559	P22105
D012559	P01308
D012559	Q9P0W5
D012559	Q96NZ1
D012559	Q6PF18
D012559	Q8NAP8
D012559	Q13614
D012559	P16260
D012559	Q92667
D012559	Q96SE7
D012559	Q8NFU0
D012559	Q8IXT2
D012559	Q9H0X6
D012559	P29374
D012559	Q96KR6
D012559	Q6ZNJ1
D012559	J3KNC9
D012559	Q96KE9
D012559	Q13277
D012559	Q13823
D012559	P02652
D012559	Q9H773
D012559	Q9P227
D012559	F5H290
D012559	O43488
D012559	P22794
D012559	Q9ULD6
D012559	P39656
D012559	Q96PP4
D012559	Q9BZM6
D012559	Q92570
D012559	Q8NHU3
D012559	G3V207
D012559	Q92841
D012559	P06731
D012559	P61129
D012559	Q8IWV8
D012559	Q7Z6R9
D012559	Q5T890
D012559	Q6NV75
D012559	Q96N46
D012559	Q9Y5I7
D012559	D3DVN5
D012559	C9JUS6
D012559	Q96TA1
D012559	Q8WX93
D012559	Q96B33
D012559	Q96ME7
D012559	Q9ULX9
D012559	O14802
D012559	Q9UJA9
D012559	Q9H3H9
D012559	Q02388
D012559	Q6ZMD2
D012559	Q96QH2
D012559	Q6UXK5
D012559	Q96HH9
D012559	O95154
D012559	P14174
D012559	P54725
D012559	A8MPS7
D012559	Q8IWB7
D012559	Q9NX14
D012559	Q9BVJ6
D012559	P14555
D012559	Q06187
D012559	Q7LGA3
D012559	D3DWC4
D012559	Q9BZM4
D012559	P30047
D012559	Q9H1I8
D012559	Q5U4P2
D012559	Q7RTX9
D012559	Q8WY41
D012559	Q9ULU8
D012559	H0Y518
D012559	P16989
D012559	Q14210
D012559	O14668
D012559	Q14527
D012559	Q8NC42
D012559	H3BSW6
D012559	Q96EE3
D012559	Q7Z465
D012559	Q14584
D012559	F8W8I6
D012559	D3DVS1
D012559	P20042
D012559	Q6UXN2
D012559	Q9NXF1
D012559	Q6JVE9
D012559	P12270
D012559	Q9H095
D012559	P56182
D012559	O15320
D012559	Q96MK3
D012559	I3L1A2
D012559	Q969W3
D012559	Q9UHD9
D012559	E9PCD7
D012559	P25942
D012559	P60866
D012559	Q96MU8
D012559	O14828
D012559	A0A024R644
D012559	Q9BXT5
D012559	Q9ULW2
D012559	O60741
D012559	Q8N7C3
D012559	Q9NZJ4
D012559	Q8IWE2
D012559	Q9UNN8
D012559	P04844
D012559	Q9UGP8
D012559	A0A0C4DGJ4
D012559	O95235
D012559	P55081
D012559	P19440
D012559	Q08AD1
D012559	Q16666
D012559	P85037
D012559	Q9Y4G6
D012559	Q3YBR2
D012559	P07998
D012559	Q8N945
D012559	Q13206
D012559	Q9UDX4
D012559	Q8TDJ6
D012559	Q96B54
D012559	Q9NTG1
D012559	Q9Y4K3
D012559	A1E959
D012559	P50607
D012559	Q9UBN6
D012559	Q8NHR9
D012559	Q96JN0
D012559	Q6UXN9
D012559	O75843
D012559	Q9BPW8
D012559	A0A0C4DFY7
D012559	P04264
D012559	O15054
D012559	Q9H553
D012559	Q9BV38
D012559	Q9BWL3
D012559	Q9BRI3
D012559	E7EVN3
D012559	A8MTQ0
D012559	O95391
D012559	Q96QS3
D012559	E9PHH0
D012559	O95907
D012559	Q03169
D012559	Q8NBZ7
D012559	Q8TBP0
D012559	P37173
D012559	Q8N8Q9
D012559	A0A087WYL7
D012559	Q3MIT2
D012559	Q96CB5
D012559	A5YM72
D012559	Q155Q3
D012559	Q5VUB5
D012559	Q8N9N8
D012559	Q9NWU5
D012559	O95168
D012559	P51787
D012559	F8W8C1
D012559	Q8NG31
D012559	Q9NUJ1
D012559	P18669
D012559	O15498
D012559	Q8WYH8
D012559	Q9BU20
D012559	P13533
D012559	B1ALM5
D012559	Q96DP5
D012559	Q8WXB1
D012559	Q9Y5E4
D012559	Q99674
D012559	A0A0R4J2G7
D012559	Q9UMZ2
D012559	O43474
D012559	P0C0L4
D012559	Q14507
D012559	F8W7F7
D012559	Q16517
D012559	O94898
D012559	Q8WVD3
D012559	O00206
D012559	Q9H6U8
D012559	Q3MIR4
D012559	O14654
D012559	Q02078
D012559	O95807
D012559	Q86U17
D012559	O75382
D012559	A0A087X2J2
D012559	P49759
D012559	B4DHQ6
D012559	Q8N5C6
D012559	Q9H1Z4
D012559	O14625
D012559	O75317
D012559	P01229
D012559	Q99959
D012559	Q15286
D012559	Q7Z7H8
D012559	P46087
D012559	Q9UJJ7
D012559	Q8NI38
D012559	Q9NSC2
D012559	J3KNW7
D012559	A0A0A0MSK8
D012559	B7Z7U4
D012559	Q12873
D012559	Q2TAA2
D012559	O75970
D012559	Q709F0
D012559	Q6IAA8
D012559	Q9NS98
D012559	Q8N6T0
D012559	Q9H3H5
D012559	Q13439
D012559	Q9UN86
D012559	Q92499
D012559	Q96RD9
D012559	Q96DR4
D012559	Q6P4R8
D012559	P14679
D012559	Q9NU53
D012559	P57772
D012559	Q9BUB7
D012559	J3KNJ3
D012559	P28827
D012559	O95926
D012559	Q15642
D012559	Q8TF74
D012559	P31689
D012559	P06340
D012559	Q13043
D012559	Q9H074
D012559	Q7L1W4
D012559	Q96R05
D012559	Q96A28
D012559	Q9H857
D012559	Q9BTC0
D012559	A0A0A6YYB2
D012559	Q6UXH8
D012559	O43602
D012559	Q9UHI7
D012559	Q9UK39
D012559	Q8N6Q3
D012559	Q6PJG9
D012559	Q96HQ0
D012559	A0A087WYJ3
D012559	Q9NU63
D012559	Q9NZM1
D012559	M0QYZ2
D012559	A0A087WU38
D012559	P07093
D012559	A5PLL1
D012559	Q96SK2
D012559	O60675
D012559	P54802
D012559	Q96K62
D012559	Q96KR4
D012559	Q9H4F1
D012559	Q9BZG9
D012559	B4DX41
D012559	Q9H0A8
D012559	Q7Z3K3
D012559	Q96EA4
D012559	A0A0A0MRE5
D012559	Q8N8J7
D012559	A0A087WWT6
D012559	O75223
D012559	Q9H0H3
D012559	P09001
D012559	Q9BT22
D012559	Q5VTE6
D012559	Q9UBR1
D012559	P60022
D012559	Q5VUA4
D012559	Q5VY09
D012559	O95672
D012559	O15085
D012559	Q9NRK6
D012559	O76024
D012559	Q9BVT8
D012559	Q8IXB1
D012559	A0A087X299
D012559	P48668
D012559	Q9BRX5
D012559	P10619
D012559	Q02447
D012559	Q96E16
D012559	Q96T51
D012559	O76003
D012559	Q9NR82
D012559	Q6UWP8
D012559	Q9H2B4
D012559	Q8WYQ9
D012559	Q8N608
D012559	O75064
D012559	Q96HA9
D012559	P35368
D012559	B3KT61
D012559	Q49MG5
D012559	Q9UJ37
D012559	Q16281
D012559	Q96SE0
D012559	P16403
D012559	O75818
D012559	P52824
D012559	O14874
D012559	Q9BZC7
D012559	Q14914
D012559	Q96CU9
D012559	Q8IZ73
D012559	Q8NFM7
D012559	E9PC87
D012559	P53367
D012559	Q9UMW8
D012559	Q9NV79
D012559	E9PBI9
D012559	A6PVL3
D012559	Q8NE35
D012559	Q9BQ31
D012559	P17677
D012559	P48775
D012559	P06132
D012559	Q7L9B9
D012559	Q8N883
D012559	E9PF18
D012559	O43597
D012559	O95900
D012559	Q06546
D012559	Q8WUA2
D012559	Q9HBJ0
D012559	Q12904
D012559	A2AJT9
D012559	Q08431
D012559	Q9GZY4
D012559	P54727
D012559	Q9P258
D012559	Q99932
D012559	Q14183
D012559	Q5JXA9
D012559	P08397
D012559	O75368
D012559	P55055
D012559	Q6B8I1
D012559	E9PR89
D012559	P40818
D012559	P78362
D012559	O60503
D012559	Q7Z419
D012559	Q9NZ94
D012559	Q96A05
D012559	Q7Z7K2
D012559	P49643
D012559	Q92973
D012559	Q8TBB6
D012559	Q9BXI2
D012559	P61088
D012559	C9J8P9
D012559	Q92523
D012559	P01583
D012559	F5H1T4
D012559	A0A0A0MSA7
D012559	Q6ZNB6
D012559	Q8TDR2
D012559	Q96NZ8
D012559	P78504
D012559	Q9NZ09
D012559	P50281
D012559	B7Z673
D012559	Q13643
D012559	O75071
D012559	Q8N0S6
D012559	Q02779
D012559	Q5TFE4
D012559	Q96A35
D012559	O14683
D012559	Q9Y3D9
D012559	P11717
D012559	Q9NZW4
D012559	Q8N1W2
D012559	Q09472
D012559	Q8WVZ9
D012559	Q9C0B9
D012559	Q5T9Z0
D012559	Q8N6P7
D012559	P23142
D012559	P18428
D012559	A0A087WZ06
D012559	Q9Y5E2
D012559	O94823
D012559	O94886
D012559	O15305
D012559	Q14696
D012559	Q5VTH2
D012559	Q9HCJ5
D012559	O43734
D012559	Q32P44
D012559	Q7Z6L0
D012559	B7Z4U2
D012559	Q9HCM7
D012559	P51801
D012559	O15303
D012559	P30085
D012559	B1PBA3
D012559	Q9H2G4
D012559	Q96JH8
D012559	Q00534
D012559	Q9UNL4
D012559	Q9Y5I4
D012559	Q9NZV8
D012559	A8MSY1
D012559	Q6ULP2
D012559	P21452
D012559	O60907
D012559	Q9H694
D012559	Q9NPG2
D012559	Q86V15
D012559	J3KPP4
D012559	Q7Z4L5
D012559	P29375
D012559	P07099
D012559	Q9Y2C4
D012559	Q9NPC1
D012559	Q96GZ6
D012559	Q86T29
D012559	P60983
D012559	P61160
D012559	A0A0A0MQV3
D012559	P34913
D012559	Q9BX95
D012559	P51813
D012559	Q9NWX6
D012559	F6UZG9
D012559	P36537
D012559	Q5VWZ2
D012559	O00560
D012559	P19075
D012559	Q9GZU3
D012559	O15400
D012559	Q9BW30
D012559	A0A0C4DGP2
D012559	Q8NBJ7
D012559	Q8NFT6
D012559	Q86YC2
D012559	P33908
D012559	Q7RTP0
D012559	P08236
D012559	O60262
D012559	Q969Y2
D012559	Q9H4A5
D012559	P10911
D012559	Q86Z14
D012559	Q01668
D012559	Q9NV31
D012559	P35453
D012559	P02741
D012559	E7EVZ1
D012559	O75952
D012559	P69892
D012559	P20073
D012559	Q14643
D012559	Q9UM13
D012559	E7EW05
D012559	Q9BYG0
D012559	O76050
D012559	P40692
D012559	A0A0C4DGA2
D012559	B5MCQ6
D012559	Q96JC1
D012559	Q14392
D012559	A0A0A0MRG0
D012559	Q9Y2L8
D012559	Q9H7L9
D012559	P08631
D012559	P40198
D012559	P10072
D012559	K7EJ64
D012559	Q9UJT9
D012559	Q16280
D012559	Q96IV6
D012559	Q86TI2
D012559	Q9H2G2
D012559	O14503
D012559	O75179
D012559	Q9UBB4
D012559	Q9BVJ7
D012559	O00231
D012559	O95983
D012559	P48167
D012559	Q9Y241
D012559	P49756
D012559	Q96D96
D012559	A0A024R1V6
D012559	P07305
D012559	Q6UB98
D012559	Q9NUI1
D012559	Q6PGN9
D012559	A8K8P3
D012559	Q01658
D012559	Q5D1E8
D012559	P35070
D012559	O75443
D012559	O76064
D012559	A0A0A0MRG4
D012559	O00487
D012559	Q99574
D012559	Q7L3V2
D012559	Q16594
D012559	P03999
D012559	Q14761
D012559	P10244
D012559	O15042
D012559	O15127
D012559	H9KV29
D012559	Q08499
D012559	E9PCH5
D012559	P61296
D012559	P24855
D012559	Q8NFU5
D012559	Q9BWT6
D012559	Q14197
D012559	Q8NE31
D012559	Q5SGD2
D012559	Q9Y2L9
D012559	Q8IUR0
D012559	Q567U6
D012559	J3KTE1
D012559	P23109
D012559	Q3LI72
D012559	Q9UKP3
D012559	K7EIY8
D012559	Q9H9P8
D012559	O43868
D012559	Q9BV10
D012559	Q8WVH0
D012559	B4DZG7
D012559	Q4V328
D012559	Q9ULJ3
D012559	Q05513
D012559	Q9HB21
D012559	Q15506
D012559	Q6N075
D012559	Q9HAB8
D012559	F5H7W1
D012559	O43189
D012559	Q9P2R7
D012559	Q8N635
D012559	O00139
D012559	Q9NVX2
D012559	E9PDN6
D012559	P46939
D012559	Q8NHU0
D012559	Q5T6F2
D012559	Q9NQV8
D012559	Q06203
D012559	Q8NI32
D012559	P02746
D012559	Q9UI17
D012559	Q9NRR8
D012559	Q06830
D012559	Q8WZ74
D012559	O95716
D012559	A0A0C4DGV0
D012559	Q7Z5K2
D012559	Q92506
D012559	Q9BV81
D012559	P18084
D012559	Q8TAX9
D012559	Q9UJA5
D012559	Q6PID8
D012559	Q6S5L8
D012559	Q02487
D012559	Q8TF72
D012559	P30825
D012559	Q96KA5
D012559	Q7Z2Z2
D012559	Q92904
D012559	P07911
D012559	H0YBY6
D012559	O60739
D012559	Q9BXA5
D012559	B7Z683
D012559	Q9NZI6
D012559	O14497
D012559	O95264
D012559	Q9Y6L6
D012559	Q9HC35
D012559	Q6BDS2
D012559	P55957
D012559	Q6P9G0
D012559	Q5JR98
D012559	P45381
D012559	P56705
D012559	H3BTW2
D012559	Q9Y2J0
D012559	P49736
D012559	O14764
D012559	O95999
D012559	Q8N2G8
D012559	P16144
D012559	Q9NWU1
D012559	Q9UKG9
D012559	J3JS66
D012559	P56747
D012559	P49406
D012559	P57738
D012559	P53674
D012559	P17026
D012559	A0A087WXE9
D012559	O43759
D012559	Q96Q06
D012559	Q9UKZ4
D012559	Q9NV12
D012559	Q9Y233
D012559	Q9BWP8
D012559	Q567V2
D012559	Q9H5Z6
D012559	Q99811
D012559	A0A0A0MSW5
D012559	Q9H999
D012559	H3BMP2
D012559	Q8NCN4
D012559	Q9NQR4
D012559	Q9H237
D012559	A0A096LNX8
D012559	O15218
D012559	Q9NXF7
D012559	Q8N485
D012559	Q6UWJ1
D012559	P41225
D012559	Q9C0E8
D012559	A2RU49
D012559	Q8WV24
D012559	Q6ZWT7
D012559	O43374
D012559	C9J1J0
D012559	P26038
D012559	Q9GZV3
D012559	Q6UX53
D012559	P84095
D012559	Q16394
D012559	P10242
D012559	Q14974
D012559	Q6ZRP7
D012559	P27797
D012559	Q8N0Z9
D012559	Q86UW8
D012559	O95415
D012559	Q9NRN7
D012559	P69905
D012559	G5E9W2
D012559	P48556
D012559	B4DZA8
D012559	Q8IXQ5
D012559	A0A0C4DGZ0
D012559	Q8NCN5
D012559	Q9BYV1
D012559	O95336
D012559	Q12947
D012559	Q9Y6J6
D012559	P61018
D012559	Q9UN37
D012559	Q969F9
D012559	Q5VZI3
D012559	Q86UZ6
D012559	Q5SNT2
D012559	B4DS77
D012559	F8W9Z1
D012559	Q6X4W1
D012559	Q96T66
D012559	Q5SZL2
D012559	Q8IVL6
D012559	Q53QZ3
D012559	Q9Y5W7
D012559	O95825
D012559	P48735
D012559	Q9Y3A2
D012559	P11474
D012559	O94851
D012559	Q9BSC4
D012559	Q16665
D012559	Q6IQ21
D012559	Q9GZN7
D012559	P31645
D012559	A0A087X0T5
D012559	Q9P0S3
D012559	Q9Y2U8
D012559	P51649
D012559	Q9H2J7
D012559	Q9NYN1
D012559	Q9UH17
D012559	Q6NUQ1
D012559	O60610
D012559	Q8IY47
D012559	Q09666
D012559	P10720
D012559	E5RI87
D012559	Q9NRF8
D012559	Q5HY98
D012559	B4DT06
D012559	Q8N126
D012559	P25105
D012559	Q9Y623
D012559	Q13405
D012559	Q6P3R8
D012559	P54619
D012559	Q02252
D012559	P28698
D012559	Q9Y478
D012559	Q96FL9
D012559	P11684
D012559	Q8TC05
D012559	C9JXA2
D012559	Q92502
D012559	O14980
D012559	Q16548
D012559	Q9NRL3
D012559	Q9C030
D012559	H9KVB3
D012559	Q9GZT8
D012559	E7EUY1
D012559	Q8NBJ5
D012559	P46783
D012559	Q7Z6E9
D012559	Q13470
D012559	P60174
D012559	Q9P109
D012559	Q9Y6A4
D012559	Q8WZ71
D012559	Q8WVC6
D012559	Q9HAY6
D012559	P30740
D012559	Q96Q11
D012559	O60308
D012559	Q9UM82
D012559	P15813
D012559	Q14126
D012559	Q9NYR9
D012559	Q13094
D012559	O00422
D012559	Q9ULQ0
D012559	Q68D78
D012559	Q9BRU9
D012559	P62701
D012559	E9PBP6
D012559	Q99757
D012559	B7ZLR4
D012559	O14512
D012559	Q9Y259
D012559	Q9UKU9
D012559	P08579
D012559	Q13045
D012559	Q1RLN5
D012559	Q8WVV9
D012559	Q5JUW0
D012559	Q9NRG1
D012559	O15212
D012559	O43615
D012559	Q7Z4I7
D012559	B4DXU5
D012559	Q6ZTI6
D012559	Q99797
D012559	E5RJN2
D012559	Q9UHF1
D012559	P28799
D012559	H3BRL8
D012559	Q9Y5S9
D012559	O75845
D012559	O14649
D012559	A0A087WVP2
D012559	D6RBW1
D012559	Q5TCQ9
D012559	Q9Y4L1
D012559	O14893
D012559	Q8NAA4
